iter	Passed	Remaining
730	16189	5957
731	16202	5931
732	16214	5906
733	16226	5880
734	16236	5854
735	16248	5828
736	16259	5802
737	16273	5777
738	16283	5750
739	16293	5724
740	16304	5698
741	16315	5673
742	16327	5647
743	16338	5621
744	16350	5596
745	16360	5570
746	16370	5544
747	16381	5518
748	16395	5494
749	16407	5469
750	16415	5442
751	16425	5416
752	16434	5390
753	16444	5365
754	16454	5339
755	16464	5313
756	16473	5287
757	16482	5262
758	16492	5236
759	16503	5211
760	16514	5186
761	16527	5162
762	16538	5137
763	16547	5111
764	16557	5086
765	16567	5061
766	16575	5035
767	16585	5010
768	16594	4984
769	16603	4959
770	16614	4934
771	16624	4909
772	16633	4884
773	16643	4859
774	16653	4834
775	16662	4809
776	16673	4785
777	16685	4761
778	16695	4736
779	16705	4711
780	16716	4687
781	16725	4662
782	16735	4637
783	16743	4613
784	16753	4588
785	16762	4563
786	16773	4539
787	16785	4515
788	16794	4491
789	16804	4467
790	16817	4443
791	16828	4419
792	16837	4395
793	16849	4371
794	16858	4347
795	16870	4323
796	16881	4299
797	16890	4275
798	16903	4252
799	16913	4228
800	16925	4205
801	16936	4181
802	16949	4158
803	16959	4134
804	16971	4111
805	16982	4087
806	16992	4063
807	17002	4040
808	17014	4017
809	17027	3994
810	17036	3970
811	17046	3946
812	17058	3923
813	17069	3900
814	17079	3876
815	17092	3854
816	17101	3830
817	17110	3807
818	17128	3785
819	17143	3763
820	17158	3740
821	17176	3719
822	17192	3697
823	17205	3674
824	17217	3652
825	17232	3630
826	17247	3608
827	17260	3585
828	17272	3562
829	17283	3540
830	17300	3518
831	17318	3497
832	17339	3476
833	17356	3454
834	17370	3432
835	17384	3410
836	17397	3388
837	17416	3366
838	17426	3344
839	17440	3322
840	17451	3299
841	17460	3276
842	17472	3254
843	17483	3231
844	17494	3208
845	17506	3186
846	17518	3164
847	17531	3142
848	17541	3119
849	17553	3097
850	17562	3075
851	17576	3053
852	17588	3031
853	17599	3008
854	17609	2986
855	17619	2964
856	17630	2941
857	17641	2919
858	17654	2897
859	17665	2875
860	17675	2853
861	17685	2831
862	17694	2808
863	17703	2786
864	17715	2764
865	17726	2742
866	17737	2720
867	17747	2698
868	17758	2677
869	17768	2655
870	17778	2633
871	17788	2611
872	17798	2589
873	17808	2567
874	17818	2545
875	17827	2523
876	17837	2501
877	17848	2480
878	17857	2458
879	17867	2436
880	17877	2414
881	17887	2393
882	17897	2371
883	17906	2349
884	17916	2328
885	17926	2306
886	17935	2284
887	17946	2263
888	17955	2241
889	17965	2220
890	17974	2198
891	17983	2177
892	17994	2156
893	18003	2134
894	18014	2113
895	18023	2091
896	18035	2070
897	18044	2049
898	18053	2028
899	18062	2006
900	18071	1985
901	18082	1964
902	18091	1943
903	18100	1922
904	18111	1901
905	18120	1880
906	18130	1859
907	18139	1837
908	18150	1817
909	18160	1796
910	18169	1775
911	18179	1754
912	18188	1733
913	18199	1712
914	18209	1691
915	18217	1670
916	18227	1649
917	18236	1628
918	18246	1608
919	18256	1587
920	18266	1566
921	18275	1546
922	18285	1525
923	18300	1505
924	18309	1484
925	18319	1463
926	18329	1443
927	18338	1422
928	18349	1402
929	18360	1381
930	18369	1361
931	18378	1340
932	18388	1320
933	18396	1299
934	18405	1279
935	18413	1259
936	18424	1238
937	18435	1218
938	18443	1198
939	18455	1178
940	18466	1157
941	18477	1137
942	18486	1117
943	18496	1097
944	18506	1077
945	18515	1056
946	18525	1036
947	18534	1016
948	18543	996
949	18554	976
950	18562	956
951	18572	936
952	18582	916
953	18591	896
954	18602	876
955	18610	856
956	18621	836
957	18632	816
958	18641	796
959	18651	777
960	18662	757
961	18675	737
962	18685	717
963	18698	698
964	18709	678
965	18719	658
966	18731	639
967	18740	619
968	18750	599
969	18757	580
970	18764	560
971	18771	540
972	18777	521
973	18785	501
974	18792	481
975	18801	462
976	18808	442
977	18814	423
978	18820	403
979	18826	384
980	18832	364
981	18837	345
982	18844	325
983	18849	306
984	18855	287
985	18862	267
986	18867	248
987	18872	229
988	18879	209
989	18885	190
990	18892	171
991	18896	152
992	18902	133
993	18909	114
994	18914	95
995	18920	75
996	18926	56
997	18932	37
998	18939	18
999	18944	0
