iter	RMSE
526	0.1037748653
527	0.1037498614
528	0.1037230388
529	0.1037030982
530	0.1036774083
531	0.1036478576
532	0.1036158956
533	0.1035956595
534	0.1035690653
535	0.1035454488
536	0.1035201647
537	0.1034972169
538	0.1034622691
539	0.1034329655
540	0.1034066619
541	0.1033808069
542	0.1033635009
543	0.1033311936
544	0.1033076321
545	0.1032845072
546	0.1032551453
547	0.1032358235
548	0.1032175162
549	0.1031981284
550	0.1031631391
551	0.1031466321
552	0.1031220754
553	0.1030935742
554	0.1030690904
555	0.1030499413
556	0.1030124992
557	0.1029865858
558	0.1029625929
559	0.1029489416
560	0.1029312134
561	0.1029097486
562	0.1028924384
563	0.1028586545
564	0.1028413425
565	0.1028259372
566	0.1028051349
567	0.1027856703
568	0.102768248
569	0.1027317795
570	0.1027053391
571	0.1026755101
572	0.1026580065
573	0.102645041
574	0.102625134
575	0.1025983039
576	0.1025803234
577	0.1025491353
578	0.1025300925
579	0.1025086265
580	0.1024832139
581	0.1024486272
582	0.1024162173
583	0.1023990716
584	0.1023746026
585	0.1023512836
586	0.1023322542
587	0.1023203125
588	0.102300843
589	0.1022804722
590	0.1022642175
591	0.102233535
592	0.1022049981
593	0.1021888274
594	0.1021712744
595	0.1021504358
596	0.1021238281
597	0.1021026308
598	0.1020792335
599	0.1020499368
600	0.1020343218
601	0.10199969
602	0.1019833013
603	0.1019618133
604	0.1019502467
605	0.1019221438
606	0.1018900644
607	0.1018660949
608	0.1018504665
609	0.1018375332
610	0.1018111281
611	0.1017742982
612	0.1017498424
613	0.1017129905
614	0.1016926224
615	0.1016778315
616	0.1016548157
617	0.101621326
618	0.1015999836
619	0.1015861012
620	0.1015676933
621	0.1015420582
622	0.1015212625
623	0.1014909614
624	0.1014646799
625	0.1014514807
626	0.1014349901
627	0.1014102835
628	0.1013894387
629	0.1013757344
630	0.1013529392
631	0.1013334781
632	0.1013183014
633	0.1012934368
634	0.1012731873
635	0.101249232
636	0.1012295841
637	0.1011953312
638	0.1011780253
639	0.1011620015
640	0.101143147
641	0.1011181199
642	0.1010931418
643	0.1010728669
644	0.1010468003
645	0.1010263305
646	0.1009970194
647	0.1009785709
648	0.1009600533
649	0.1009429548
650	0.1009162955
651	0.1008877246
652	0.1008746285
653	0.1008543241
654	0.1008292336
655	0.1008098935
656	0.1007908966
657	0.1007769262
658	0.1007494883
659	0.1007268856
660	0.1007124727
661	0.1006854645
662	0.1006664515
663	0.1006341508
664	0.1006099858
665	0.1005896253
666	0.1005763254
667	0.1005522391
668	0.1005360279
669	0.1005130159
670	0.1004940624
671	0.1004820322
672	0.1004622174
673	0.1004464927
674	0.1004249752
675	0.1004096611
676	0.1003865715
677	0.1003701623
678	0.1003511548
679	0.1003262489
680	0.100296677
681	0.1002776259
682	0.1002595296
683	0.10023954
684	0.1002174038
685	0.1002052359
686	0.1001842183
687	0.100156669
688	0.1001396797
689	0.1001209967
690	0.1000984538
691	0.100072427
692	0.1000400678
693	0.100028647
694	0.1000107088
695	0.09999043193
696	0.09996719972
697	0.09994574428
698	0.09991612203
699	0.09989388352
700	0.09987477723
701	0.09985776858
702	0.09983608028
703	0.09981661182
704	0.09979260977
705	0.09977329185
706	0.09975546349
707	0.09974201288
708	0.09973156311
709	0.09971892504
710	0.09970206779
711	0.09968039334
712	0.09966584076
713	0.09964385818
714	0.09962429743
715	0.09959348675
716	0.09956741948
717	0.0995433535
718	0.09952979738
719	0.0995077519
720	0.09948838056
721	0.09946480606
722	0.09944137646
723	0.09942237403
724	0.09940466133
725	0.09938895508
726	0.09937255786
727	0.09935950394
728	0.0993369227
729	0.09931599881
730	0.0992914087
731	0.09926197174
732	0.09924226113
733	0.09921854496
734	0.09921130788
735	0.09919560042
736	0.09917616693
737	0.0991587788
738	0.09914227895
739	0.09912907531
740	0.0991068204
741	0.09908991497
742	0.0990762426
743	0.09906074854
744	0.09904234695
745	0.09902964709
746	0.09900450548
747	0.0989886548
748	0.09896684392
749	0.09894565568
750	0.09892533788
751	0.09890048191
752	0.09888125373
753	0.09886132091
754	0.09884799142
755	0.09883450303
756	0.09882237569
757	0.09880828559
758	0.09879445176
759	0.09877723567
760	0.09876054614
761	0.09873469416
762	0.09871678155
763	0.09869978863
764	0.09867632264
765	0.09866029698
766	0.09864000564
767	0.09861896722
768	0.09860298442
769	0.09858868226
770	0.09856135442
771	0.09854389786
772	0.09851452068
773	0.09848907087
774	0.09846587081
775	0.09844716013
776	0.09841601409
777	0.09839555695
778	0.0983783971
779	0.09836031718
780	0.09833268511
781	0.09831332147
782	0.09828556945
783	0.09826405798
784	0.09824085231
785	0.09822756719
786	0.09821573005
787	0.09819490783
788	0.09818317419
789	0.09816002731
790	0.09814482658
791	0.09812237304
792	0.09810893564
793	0.09808989185
794	0.09807768298
795	0.09804154213
796	0.09801875712
797	0.09799550979
798	0.09796358669
799	0.09794383485
800	0.09792602801
801	0.09790302123
802	0.09787839652
803	0.09785397145
804	0.09783511688
805	0.0978114287
806	0.09778935158
807	0.09776824451
808	0.09773831677
809	0.09772282474
810	0.09770628157
811	0.09769422354
812	0.09767865894
813	0.09765749317
814	0.09765017691
815	0.09763489177
816	0.09761941128
817	0.09760359903
818	0.09758575879
819	0.09756817013
820	0.09755153347
821	0.09752737752
822	0.09750880567
823	0.09749448715
824	0.09747943099
825	0.09746198634
826	0.09744243363
827	0.09742592389
828	0.09740169078
829	0.09738422544
830	0.09736607496
831	0.0973511062
832	0.09732266565
833	0.09730364518
834	0.09728619119
835	0.09727027592
836	0.09724853084
837	0.09723315079
838	0.09721578336
839	0.09719592672
840	0.09717969278
841	0.09716501695
842	0.09714327451
843	0.09712826651
844	0.09710846727
845	0.09709656874
846	0.09707895647
847	0.09706622131
848	0.09705474211
849	0.0970371473
850	0.09701860809
851	0.09699978514
852	0.0969814225
853	0.0969687189
854	0.09694536228
855	0.09693025379
856	0.09691450603
857	0.0968999555
858	0.0968878372
859	0.09687259898
860	0.09684856236
861	0.09683213426
862	0.09681568746
863	0.09679584855
864	0.09677508303
865	0.09676008562
866	0.09674726038
867	0.09673380279
868	0.09671810202
869	0.09669416142
870	0.09667133116
871	0.09664396828
872	0.0966268229
873	0.09661301247
874	0.09659123054
875	0.09657458223
876	0.09655899111
877	0.09654214828
878	0.09651806934
879	0.09650155656
880	0.09648096782
881	0.09646498757
882	0.09644026159
883	0.0964171897
884	0.0964014662
885	0.09638081153
886	0.0963668713
887	0.0963480831
888	0.0963342081
889	0.09631064034
890	0.09629311688
891	0.09627491633
892	0.09626163812
893	0.09624897324
894	0.0962287106
895	0.09620925603
896	0.09619178233
897	0.0961717391
898	0.09615216319
899	0.09613690926
900	0.0961177227
901	0.09609570813
902	0.09608062099
903	0.09606156018
904	0.09604754008
905	0.09603241579
906	0.09602008215
907	0.0960000498
908	0.09597873989
909	0.0959625814
910	0.09594707201
911	0.09592954578
912	0.09589829601
913	0.09587300892
914	0.09585606979
915	0.09584183327
916	0.09582024395
917	0.09581051887
918	0.09579243914
919	0.0957769924
920	0.09576382249
921	0.09574973469
922	0.0957345689
923	0.09571557605
924	0.09569771965
925	0.09568401707
926	0.09566685526
927	0.0956521497
928	0.09563374009
929	0.0956220984
930	0.09560561957
931	0.09558859757
932	0.09556961172
933	0.09555669326
934	0.09554375961
935	0.09552946331
936	0.09551551717
937	0.09549435627
938	0.09548125802
939	0.09545238476
940	0.09543771427
941	0.09542250276
942	0.09540199388
943	0.09539106197
944	0.09537791756
945	0.09536656317
946	0.09535135147
947	0.09533980439
948	0.09532279214
949	0.09530431018
950	0.09528249251
951	0.09526406463
952	0.09524811302
953	0.09523403791
954	0.09521827586
955	0.09520780985
956	0.09519635813
957	0.09518759517
958	0.09517469464
959	0.09516112795
960	0.09514816956
961	0.09512585611
962	0.09510847041
963	0.09508918316
964	0.09506692787
965	0.09505521314
966	0.09504166587
967	0.09501755175
968	0.09500422477
969	0.09498684941
970	0.09496434883
971	0.09494556463
972	0.09493545612
973	0.09491940323
974	0.09490753623
975	0.09488364751
976	0.09486095399
977	0.0948453698
978	0.09483257408
979	0.09482194959
980	0.09481008864
981	0.09479905951
982	0.09478376136
983	0.09477173268
984	0.0947608037
985	0.09473625054
986	0.09471814482
987	0.09469572626
988	0.09468024951
989	0.09465550734
990	0.09464750633
991	0.0946306577
992	0.09460302491
993	0.09459087173
994	0.09457290389
995	0.09456012187
996	0.09454627068
997	0.09452713729
998	0.09451426794
999	0.09450098875
1000	0.09448457362
1001	0.09447435527
1002	0.09446094286
1003	0.09444569546
1004	0.09442625546
1005	0.09440802775
1006	0.09439581101
1007	0.09438158719
1008	0.09436680063
1009	0.09434368314
1010	0.09432851429
1011	0.09430825369
1012	0.09429017521
1013	0.09426894041
1014	0.09424631944
1015	0.09421914427
1016	0.09420186175
1017	0.09418782204
1018	0.09417056094
1019	0.09415298744
1020	0.094138904
1021	0.09412583611
1022	0.09410999957
1023	0.09409350585
1024	0.09408261399
1025	0.09407371844
1026	0.09405572849
1027	0.09404196637
1028	0.09402922786
1029	0.09401807698
1030	0.09400605181
1031	0.09398300508
1032	0.09397178871
1033	0.09395381713
1034	0.09393332802
1035	0.09392101736
1036	0.09391062335
1037	0.09390005948
1038	0.0938861184
1039	0.09386934986
1040	0.09385020178
1041	0.09384019376
1042	0.09382565839
1043	0.09381491866
1044	0.09380085195
1045	0.09378880242
1046	0.09377325998
1047	0.09375078102
1048	0.09372951142
1049	0.09370916789
1050	0.09368746999
1051	0.09367406072
1052	0.09365588373
1053	0.09363989716
1054	0.09363128372
1055	0.09361732877
1056	0.09360171109
1057	0.09358841044
1058	0.09357412861
1059	0.09355606203
1060	0.09354674604
1061	0.09351956283
1062	0.09350807508
1063	0.09349234962
1064	0.09347540403
1065	0.09345581992
1066	0.09344423204
1067	0.09342885145
1068	0.09341249356
1069	0.09340147766
1070	0.09338494985
1071	0.09336961863
1072	0.09335535088
1073	0.09333789096
1074	0.09332438195
1075	0.09330914689
1076	0.09329220373
1077	0.09327575686
1078	0.09326203061
1079	0.09325419917
1080	0.09323888686
1081	0.09322013557
1082	0.09320229296
1083	0.09318908577
1084	0.09317414526
1085	0.09315117749
1086	0.09313466935
1087	0.09311810105
1088	0.09310804011
1089	0.09309244985
1090	0.09307836613
1091	0.0930561607
1092	0.09304344228
1093	0.09303217535
1094	0.09301921604
1095	0.09300524158
1096	0.09298864745
1097	0.09296156357
1098	0.09294945717
1099	0.09294402415
1100	0.09293270462
1101	0.09292408689
1102	0.09291356039
1103	0.09289691007
1104	0.09288213735
1105	0.0928571557
1106	0.09284059206
1107	0.09282177272
1108	0.09280051605
1109	0.09278745938
1110	0.09277554454
1111	0.0927597411
1112	0.09274155308
1113	0.09272761103
1114	0.09270763642
1115	0.09268801869
1116	0.09267086359
1117	0.09265557892
1118	0.09264525742
1119	0.09263319139
1120	0.09262512715
1121	0.09261593534
1122	0.09260368501
1123	0.09259096735
1124	0.09257897563
1125	0.09256677565
1126	0.09255535453
1127	0.0925452975
1128	0.0925311642
1129	0.09251084282
1130	0.09249453712
1131	0.09248578535
1132	0.09247350987
1133	0.09246306702
1134	0.09245197638
1135	0.09243928642
1136	0.09242454404
1137	0.09241155297
1138	0.09239925771
1139	0.0923872018
1140	0.0923693081
1141	0.09235342483
1142	0.09233565381
1143	0.09231839157
1144	0.09230520546
1145	0.09228376624
1146	0.09226826892
1147	0.09225142159
1148	0.09223758946
1149	0.09222124675
1150	0.0922129644
1151	0.09220136523
1152	0.09218854865
1153	0.09217390342
1154	0.09216236005
1155	0.09214578024
1156	0.09212984236
1157	0.09210139652
1158	0.09208358282
1159	0.09207136111
1160	0.09206373323
1161	0.09205286274
1162	0.09204166168
1163	0.09203235817
1164	0.09202347707
1165	0.09201299783
1166	0.09199905493
1167	0.09198755082
1168	0.0919760882
1169	0.09196359462
1170	0.09195535202
1171	0.09193702644
1172	0.09192590662
1173	0.09191270211
1174	0.09189946191
1175	0.09188683058
1176	0.09186450738
1177	0.09185406248
1178	0.09184155812
1179	0.09182464451
1180	0.09181035718
1181	0.09179467095
1182	0.09178537284
1183	0.09177201438
1184	0.0917537172
1185	0.09173680707
1186	0.09172506369
1187	0.09170994269
1188	0.09170002405
1189	0.09169135675
1190	0.09167638203
1191	0.09166652772
1192	0.09165348663
1193	0.09164224068
1194	0.09163014525
1195	0.09161542495
1196	0.09160702494
1197	0.09159406227
1198	0.09157678829
1199	0.09157042306
