iter	RMSE
0	0.3473465333
1	0.337910622
2	0.3289113874
3	0.3200501396
4	0.3116661166
5	0.3035170028
6	0.2956172016
7	0.2881363648
8	0.280540687
9	0.2731412073
10	0.2664041075
11	0.2598034552
12	0.2534139707
13	0.2469356715
14	0.2405707735
15	0.2345589279
16	0.2288015436
17	0.2231093325
18	0.2176491425
19	0.2122341967
20	0.207024257
21	0.2022250793
22	0.1973705789
23	0.1927914341
24	0.1883239991
25	0.1839724774
26	0.1797490807
27	0.1755500647
28	0.1716290549
29	0.1678265342
30	0.1641494537
31	0.1606155124
32	0.1572047921
33	0.1538397662
34	0.1507354944
35	0.1475840447
36	0.1444480405
37	0.1414397706
38	0.1386477248
39	0.1358807843
40	0.1332534027
41	0.1306471109
42	0.1283374462
43	0.1260311098
44	0.123737848
45	0.1215235255
46	0.1194199617
47	0.1173701956
48	0.1154043534
49	0.113567184
50	0.1119215954
51	0.1101786982
52	0.1085386499
53	0.1069424753
54	0.1055243
55	0.1040365909
56	0.1026068686
57	0.1012651994
58	0.09995428654
59	0.09868441642
60	0.09746786767
61	0.09631345178
62	0.09518983788
63	0.09421521976
64	0.09326201186
65	0.09234534323
66	0.09144943643
67	0.09058154434
68	0.08978761132
69	0.08897236542
70	0.088263069
71	0.0874970058
72	0.08682770044
73	0.08615660473
74	0.08551053118
75	0.08489133275
76	0.0843064432
77	0.08377505159
78	0.08324062861
79	0.0827209747
80	0.08226691826
81	0.08183590828
82	0.08138433682
83	0.08096520113
84	0.08059491128
85	0.08023043335
86	0.0798790559
87	0.07956478295
88	0.07922889471
89	0.07890687587
90	0.07859391838
91	0.07829377932
92	0.07805260921
93	0.07779562987
94	0.07753262419
95	0.0772860555
96	0.07704673536
97	0.07682926045
98	0.07662554995
99	0.07644005809
100	0.07624207818
101	0.0760585815
102	0.07588531693
103	0.07571401007
104	0.07555623474
105	0.07541610916
106	0.07527680319
107	0.07513366157
108	0.0749988583
109	0.07486443178
110	0.07472766856
111	0.07460625761
112	0.07449556604
113	0.07438485124
114	0.07428112314
115	0.07418551573
116	0.07409329536
117	0.07400372254
118	0.07392685147
119	0.07384024764
120	0.07375268822
121	0.07367395187
122	0.07359663133
123	0.07351885592
124	0.07343052803
125	0.07335245782
126	0.07327952257
127	0.07322005607
128	0.07316981339
129	0.0730978645
130	0.07304751372
